date,time,tweet,tweetid
2017-01-15T22:46:33Z,22:46:33,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",820764134857969000
2017-01-16T00:16:20Z,00:16:20,".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do...",820786730257285000
2017-01-16T00:29:05Z,00:29:05,"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",820789938887294000
2017-01-16T13:54:52Z,13:54:52,Celebrate Martin Luther King Day and all of the many wonderful things that he stood for. Honor him for being the great man that he was!,820992721120854000
2017-01-17T01:42:18Z,01:42:18,"""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!",821170750983995000
2017-01-17T01:49:38Z,01:49:38,"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",821172595869577000
2017-01-17T02:08:21Z,02:08:21,"""@drgoodspine: @realDonaldTrump @Ivanka Trump is great, a woman with real character and class.""",821177307708661000
2017-01-17T13:05:10Z,13:05:10,"People are pouring into Washington in record numbers. Bikers for Trump are on their way. It will be a great Thursday, Friday and Saturday!",821342600322043000
2017-01-17T13:11:56Z,13:11:56,"The same people who did the phony election polls, and were so wrong, are now doing approval rating polls. They are rigged just like before.",821344302651555000
2017-01-17T14:30:19Z,14:30:19,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....",821364027506966000
2017-01-17T14:36:26Z,14:36:26,"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",821365569366671000
2017-01-17T14:46:27Z,14:46:27,"John Lewis said about my inauguration, ""It will be the first one that I've missed."" WRONG (or lie)! He boycotted Bush 43 also because he...",821368088935432000
2017-01-17T14:52:39Z,14:52:39,"""thought it would be hypocritical to attend Bush's swearing-in....he doesn't believe Bush is the true elected president."" Sound familiar! WP",821369651968012000
2017-01-17T17:36:45Z,17:36:45,"""How Trump Won--And How The Media Missed It"" https://t.co/Hfab41h65X",821410947864653000
2017-01-17T17:55:38Z,17:55:38,Thank you to General Motors and Walmart for starting the big jobs push back into the U.S.!,821415698278875000
2017-01-17T19:36:21Z,19:36:21,"RT @MoskowitzEva: .@BetsyDeVos has the talent, commitment, and leadership capacity to revitalize our public schools and deliver the promise…",821441044097224000
2017-01-17T19:58:10Z,19:58:10,"RT @EricTrump: Thank you to @GolfDigest for this incredible feature! ""Golfer-in-Chief"" @RealDonaldTrump https://t.co/vpdY4jNbI4 https://t.c…",821446536278274000
2017-01-18T11:53:24Z,11:53:24,Will be interviewed by @ainsleyearhardt on @foxandfriends - Enjoy!,821686928680583000
2017-01-18T12:34:09Z,12:34:09,"Totally biased @NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed &amp; others that jobs are coming back...",821697182235496000
2017-01-18T12:44:03Z,12:44:03,"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",821699672687448000
2017-01-18T13:00:51Z,13:00:51,"""Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string..."" @WSJ",821703902940827000
2017-01-18T13:06:58Z,13:06:58,No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,821705440178348000
2017-01-18T14:03:53Z,14:03:53,.@TheAlabamaBand was great last night in D.C. playing for 147 Diplomats and Ambassadors from countries around the world. Thanks Alabama!,821719763214880000
2017-01-18T17:33:25Z,17:33:25,"Writing my inaugural address at the Winter White House, Mar-a-Lago, three weeks ago. Looking forward to Friday.… https://t.co/J0ojOXjrga",821772494864580000
2017-01-18T22:21:02Z,22:21:02,"Looking forward to a speedy recovery for George and Barbara Bush, both hospitalized. Thank you for your wonderful letter!",821844875268255000
2017-01-19T01:54:13Z,01:54:13,"Great seeing @TheLeeGreenwood  and Kimberly at this evenings VP dinner! #GodBlessTheUSA https://t.co/SxVmaWvOFT",821898525432811000
2017-01-19T04:01:40Z,04:01:40,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C.… https://t.co/Qj5cpfaykD,821930600290521000
2017-01-19T12:52:22Z,12:52:22,"""It wasn't Donald Trump that divided this country, this country has been divided for a long time!"" Stated today by Reverend Franklin Graham.",822064153426857000
2017-01-19T13:00:13Z,13:00:13,"Getting ready to leave for Washington, D.C. The journey begins and I will be working and fighting very hard to make it a great journey for..",822066132307808000
2017-01-19T13:02:18Z,13:02:18,"the American people. I have no doubt that we will, together, MAKE AMERICA GREAT AGAIN!",822066653953458000
2017-01-19T20:13:57Z,20:13:57,"On my way! #Inauguration2017 https://t.co/hOuMbxGnpe",822175285151928000
2017-01-19T20:18:32Z,20:18:32,Great Concert at 4:00 P.M. today at Lincoln Memorial. Enjoy!,822176438627536000
2017-01-19T20:21:36Z,20:21:36,"Join me at 4pm over at the Lincoln Memorial with my family!
#Inauguration2017 https://t.co/GQeQpJOgWz",822177206633955000
2017-01-20T00:40:51Z,00:40:51,"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AM… https://t.co/OSxa3BamHs",822242449053614000
2017-01-20T04:24:33Z,04:24:33,"Thank you for a wonderful evening in Washington, D.C. #Inauguration https://t.co/a6xpFQTHj5",822298747421986000
2017-01-20T12:31:53Z,12:31:53,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,822421390125043000
2017-01-20T17:51:25Z,17:51:25,"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",822501803615014000
2017-01-20T17:51:58Z,17:51:58,"power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay",822501939267141000
2017-01-20T17:52:45Z,17:52:45,"What truly matters is not which party controls our government, but whether our government is controlled by the people.",822502135233384000
2017-01-20T17:53:17Z,17:53:17,"January 20th 2017, will be remembered as the day the people became the rulers of this nation again.",822502270503972000
2017-01-20T17:54:36Z,17:54:36,We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!,822502601304526000
2017-01-20T17:58:24Z,17:58:24,It is time to remember that...https://t.co/ZKyOiOor62,822503558369181000
2017-01-20T18:00:43Z,18:00:43,"So to all Americans, in every city near and far, small and large, from mountain to mountain...https://t.co/cZKkrGXLSi",822504142178500000
2017-01-21T11:53:41Z,11:53:41,A fantastic day and evening in Washington D.C.Thank you to @FoxNews and so many other news outlets for the GREAT reviews of the speech!,822774162011910000
2017-01-21T23:54:31Z,23:54:31,"RT @WhiteHouse: ""Do not allow anyone to tell you that it cannot be done. No challenge can match the HEART and FIGHT and SPIRIT of America.""…",822955565949272000
2017-01-22T12:35:09Z,12:35:09,"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",823146987117772000
2017-01-22T12:47:21Z,12:47:21,Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly.,823150055418920000
2017-01-22T12:51:36Z,12:51:36,"Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!",823151124815507000
2017-01-22T14:23:17Z,14:23:17,"Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views.",823174199036542000
2017-01-23T11:38:16Z,11:38:16,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,823495059010109000
2017-01-24T11:11:47Z,11:11:47,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,823850781946343000
2017-01-24T16:58:06Z,16:58:06,A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas! https://t.co/Uzp0ivvRp0,823937936056008000
2017-01-24T17:04:01Z,17:04:01,"Great meeting with automobile industry leaders at the @WhiteHouse this morning. Together, we will #MAGA! https://t.co/OXdiLOkGsZ",823939422743830000
2017-01-24T17:49:17Z,17:49:17,Signing orders to move forward with the construction of the Keystone XL and Dakota Access pipelines in the Oval Off… https://t.co/aOxmfO0vOK,823950814163140000
2017-01-25T00:46:57Z,00:46:57,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8,824055927200423000
2017-01-25T02:16:19Z,02:16:19,Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!,824078417213747000
2017-01-25T02:25:40Z,02:25:40,"If Chicago doesn't fix the horrible ""carnage"" going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",824080766288228000
2017-01-25T02:37:48Z,02:37:48,"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",824083821889015000
2017-01-25T12:10:01Z,12:10:01,"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....",824227824903090000
2017-01-25T12:13:46Z,12:13:46,"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",824228768227217000
2017-01-25T12:17:01Z,12:17:01,I will be making my Supreme Court pick on Thursday of next week.Thank you!,824229586091307000
2017-01-25T22:05:59Z,22:05:59,I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House.… https://t.co/4zuOrRdcoc,824377804590563000
2017-01-26T00:03:33Z,00:03:33,"Beginning today, the United States of America gets back control of its borders. Full speech from today @DHSgov:… https://t.co/8aDaHsAhg9",824407390674157000
2017-01-26T02:14:56Z,02:14:56,"As your President, I have no higher duty than to protect the lives of the American people. https://t.co/o7YNUNwb8f",824440456813707000
2017-01-26T02:45:32Z,02:45:32,"""@romoabcnews: .@DavidMuir first @POTUS interview since taking office.  Tonight on @ABCWorldNews @ABC2020 tonight. https://t.co/I4Vz1mRdBK""",824448156935081000
2017-01-26T02:48:25Z,02:48:25,Interview with David Muir of @ABC News in 10 minutes. Enjoy!,824448880993509000
2017-01-26T11:04:24Z,11:04:24,"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",824573698774601000
2017-01-26T13:51:46Z,13:51:46,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...,824615820391305000
2017-01-26T13:55:03Z,13:55:03,"of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall, then it would be better to cancel the upcoming meeting.",824616644370714000
2017-01-26T19:21:17Z,19:21:17,"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Th… https://t.co/ALSADGrwoe",824698743630995000
2017-01-26T23:45:28Z,23:45:28,Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!,824765229527605000
2017-01-26T23:53:37Z,23:53:37,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM,824767281146245000
2017-01-27T13:12:52Z,13:12:52,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",824968416486387000
2017-01-27T13:19:10Z,13:19:10,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change, NOW!",824970003153842000
2017-01-27T16:27:02Z,16:27:02,"The #MarchForLife is so important. To all of you marching --- you have my full support!",825017279209410000
2017-01-27T16:30:29Z,16:30:29,".@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! https://t.co/1jb53SEGV4",825018149397463000
2017-01-27T20:20:15Z,20:20:15,Statement on International Holocaust Remembrance Day: https://t.co/KjU0MOxCHk,825075972659613000
2017-01-27T22:00:47Z,22:00:47,Congratulations Secretary Mattis! https://t.co/mkuhbegzqS,825101272982355000
